Area	Area Id	Variable Name	Variable Id	Year	Value	Symbol
United Arab Emirates	225	Groundwater produced internally	4154	2014	0.12	
United Kingdom	229	Surface water produced internally	4155	1992	144.2	
United Kingdom	229	Surface water produced internally	4155	1997	144.2	
United Kingdom	229	Surface water produced internally	4155	2002	144.2	
United Kingdom	229	Surface water produced internally	4155	2007	144.2	
United Kingdom	229	Surface water produced internally	4155	2012	144.2	
United Kingdom	229	Surface water produced internally	4155	2014	144.2	
United Kingdom	229	Groundwater produced internally	4154	1992	9.8	
United Kingdom	229	Groundwater produced internally	4154	1997	9.8	
United Kingdom	229	Groundwater produced internally	4154	2002	9.8	
United Kingdom	229	Groundwater produced internally	4154	2007	9.8	
United Kingdom	229	Groundwater produced internally	4154	2012	9.8	
United Kingdom	229	Groundwater produced internally	4154	2014	9.8	
United Republic of Tanzania	215	Surface water produced internally	4155	1992	80	
United Republic of Tanzania	215	Surface water produced internally	4155	1997	80	
United Republic of Tanzania	215	Surface water produced internally	4155	2002	80	
United Republic of Tanzania	215	Surface water produced internally	4155	2007	80	
United Republic of Tanzania	215	Surface water produced internally	4155	2012	80	
United Republic of Tanzania	215	Surface water produced internally	4155	2014	80	
United Republic of Tanzania	215	Groundwater produced internally	4154	1992	30	
United Republic of Tanzania	215	Groundwater produced internally	4154	1997	30	
United Republic of Tanzania	215	Groundwater produced internally	4154	2002	30	
United Republic of Tanzania	215	Groundwater produced internally	4154	2007	30	
United Republic of Tanzania	215	Groundwater produced internally	4154	2012	30	
United Republic of Tanzania	215	Groundwater produced internally	4154	2014	30	
United States of America	231	Surface water produced internally	4155	1992	2662	
United States of America	231	Surface water produced internally	4155	1997	2662	
United States of America	231	Surface water produced internally	4155	2002	2662	
United States of America	231	Surface water produced internally	4155	2007	2662	
United States of America	231	Surface water produced internally	4155	2012	2662	
United States of America	231	Surface water produced internally	4155	2014	2662	
United States of America	231	Groundwater produced internally	4154	1992	1383	
United States of America	231	Groundwater produced internally	4154	1997	1383	
United States of America	231	Groundwater produced internally	4154	2002	1383	
United States of America	231	Groundwater produced internally	4154	2007	1383	
United States of America	231	Groundwater produced internally	4154	2012	1383	
United States of America	231	Groundwater produced internally	4154	2014	1383	
Uruguay	234	Surface water produced internally	4155	1992	92.2	
Uruguay	234	Surface water produced internally	4155	1997	92.2	
Uruguay	234	Surface water produced internally	4155	2002	92.2	
Uruguay	234	Surface water produced internally	4155	2007	92.2	
Uruguay	234	Surface water produced internally	4155	2012	92.2	
Uruguay	234	Surface water produced internally	4155	2014	92.2	
Uruguay	234	Groundwater produced internally	4154	1992	22.9	
Uruguay	234	Groundwater produced internally	4154	1997	22.9	
Uruguay	234	Groundwater produced internally	4154	2002	22.9	
Uruguay	234	Groundwater produced internally	4154	2007	22.9	
Uruguay	234	Groundwater produced internally	4154	2012	22.9	
Uruguay	234	Groundwater produced internally	4154	2014	22.9	
Uzbekistan	235	Surface water produced internally	4155	1992	9.54	
Uzbekistan	235	Surface water produced internally	4155	1997	9.54	
Uzbekistan	235	Surface water produced internally	4155	2002	9.54	
Uzbekistan	235	Surface water produced internally	4155	2007	9.54	
Uzbekistan	235	Surface water produced internally	4155	2012	9.54	
Uzbekistan	235	Surface water produced internally	4155	2014	9.54	
Uzbekistan	235	Groundwater produced internally	4154	1992	8.8	
Uzbekistan	235	Groundwater produced internally	4154	1997	8.8	
Uzbekistan	235	Groundwater produced internally	4154	2002	8.8	
Uzbekistan	235	Groundwater produced internally	4154	2007	8.8	
Uzbekistan	235	Groundwater produced internally	4154	2012	8.8	
Uzbekistan	235	Groundwater produced internally	4154	2014	8.8	
Vanuatu	155	Surface water produced internally	4155	1992	10	I
Vanuatu	155	Surface water produced internally	4155	1997	10	I
Vanuatu	155	Surface water produced internally	4155	2002	10	I
Vanuatu	155	Surface water produced internally	4155	2007	10	I
Vanuatu	155	Surface water produced internally	4155	2012	10	I
Vanuatu	155	Surface water produced internally	4155	2014	10	I
Vanuatu	155	Groundwater produced internally	4154	1992	4.377	
Vanuatu	155	Groundwater produced internally	4154	1997	4.377	
Vanuatu	155	Groundwater produced internally	4154	2002	4.377	
Vanuatu	155	Groundwater produced internally	4154	2007	4.377	
Vanuatu	155	Groundwater produced internally	4154	2012	4.377	
Vanuatu	155	Groundwater produced internally	4154	2014	4.377	
Venezuela (Bolivarian Republic of)	236	Surface water produced internally	4155	1992	782.7	
Venezuela (Bolivarian Republic of)	236	Surface water produced internally	4155	1997	782.7	
Venezuela (Bolivarian Republic of)	236	Surface water produced internally	4155	2002	782.7	
Venezuela (Bolivarian Republic of)	236	Surface water produced internally	4155	2007	782.7	
Venezuela (Bolivarian Republic of)	236	Surface water produced internally	4155	2012	782.7	
Venezuela (Bolivarian Republic of)	236	Surface water produced internally	4155	2014	782.7	
Venezuela (Bolivarian Republic of)	236	Groundwater produced internally	4154	1992	227	
Venezuela (Bolivarian Republic of)	236	Groundwater produced internally	4154	1997	227	
Venezuela (Bolivarian Republic of)	236	Groundwater produced internally	4154	2002	227	
Venezuela (Bolivarian Republic of)	236	Groundwater produced internally	4154	2007	227	
Venezuela (Bolivarian Republic of)	236	Groundwater produced internally	4154	2012	227	
Venezuela (Bolivarian Republic of)	236	Groundwater produced internally	4154	2014	227	
Viet Nam	237	Surface water produced internally	4155	1992	323	
Viet Nam	237	Surface water produced internally	4155	1997	323	
Viet Nam	237	Surface water produced internally	4155	2002	323	
Viet Nam	237	Surface water produced internally	4155	2007	323	
Viet Nam	237	Surface water produced internally	4155	2012	323	
Viet Nam	237	Surface water produced internally	4155	2014	323	
Viet Nam	237	Groundwater produced internally	4154	1992	71.42	
Viet Nam	237	Groundwater produced internally	4154	1997	71.42	
Viet Nam	237	Groundwater produced internally	4154	2002	71.42	
Viet Nam	237	Groundwater produced internally	4154	2007	71.42	
Viet Nam	237	Groundwater produced internally	4154	2012	71.42	
Viet Nam	237	Groundwater produced internally	4154	2014	71.42	
Yemen	249	Surface water produced internally	4155	1992	2	
Yemen	249	Surface water produced internally	4155	1997	2	
Yemen	249	Surface water produced internally	4155	2002	2	
Yemen	249	Surface water produced internally	4155	2007	2	
Yemen	249	Surface water produced internally	4155	2012	2	
Yemen	249	Surface water produced internally	4155	2014	2	
Yemen	249	Groundwater produced internally	4154	1992	1.5	
Yemen	249	Groundwater produced internally	4154	1997	1.5	
Yemen	249	Groundwater produced internally	4154	2002	1.5	
Yemen	249	Groundwater produced internally	4154	2007	1.5	
Yemen	249	Groundwater produced internally	4154	2012	1.5	
Yemen	249	Groundwater produced internally	4154	2014	1.5	
Zambia	251	Surface water produced internally	4155	1992	80.2	
Zambia	251	Surface water produced internally	4155	1997	80.2	
Zambia	251	Surface water produced internally	4155	2002	80.2	
Zambia	251	Surface water produced internally	4155	2007	80.2	
Zambia	251	Surface water produced internally	4155	2012	80.2	
Zambia	251	Surface water produced internally	4155	2014	80.2	
Zambia	251	Groundwater produced internally	4154	1992	47	
Zambia	251	Groundwater produced internally	4154	1997	47	
Zambia	251	Groundwater produced internally	4154	2002	47	
Zambia	251	Groundwater produced internally	4154	2007	47	
Zambia	251	Groundwater produced internally	4154	2012	47	
Zambia	251	Groundwater produced internally	4154	2014	47	
Zimbabwe	181	Surface water produced internally	4155	1992	11.26	
Zimbabwe	181	Surface water produced internally	4155	1997	11.26	
Zimbabwe	181	Surface water produced internally	4155	2002	11.26	
Zimbabwe	181	Surface water produced internally	4155	2007	11.26	
Zimbabwe	181	Surface water produced internally	4155	2012	11.26	
Zimbabwe	181	Surface water produced internally	4155	2014	11.26	
Zimbabwe	181	Groundwater produced internally	4154	1992	6	
Zimbabwe	181	Groundwater produced internally	4154	1997	6	
Zimbabwe	181	Groundwater produced internally	4154	2002	6	
Zimbabwe	181	Groundwater produced internally	4154	2007	6	
Zimbabwe	181	Groundwater produced internally	4154	2012	6	
Zimbabwe	181	Groundwater produced internally	4154	2014	6	
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
 						
